Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,19.7754,9.0443,41.504,3.415,8.4134,6.1295,19.285,2.306291996504883e+18
Time-MoE,17.4106,12.6318,35.7669,15.3958,4.8019,42.0552,16.1273,2.1864911852273664e+18
TimesFM,18.7034,5.884,35.1803,2.766,5.8095,2.9274,16.6503,0.0
Timer,18.5231,5.9078,30.3954,2.9827,9.8877,2.5415,14.4792,1.6391181118210048e+18
Chronos,17.7184,5.6498,33.2373,3.4046,4.646,3.3589,19.432,0.0
My-MoE,17.8384,8.8593,44.0093,3.0733,15.3896,4.1342,18.8595,1.7800617586065408e+18
Mean Foundation Models,15.4205,7.5795,34.5242,4.7027,6.43,8.7211,16.2932,8.206646878666752e+17
