Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,10.889,4.1008,175.8897,3.4874,1204.6277,8.3013,12.1643,3.365168079699968e+18
Time-MoE,9.5822,15.9076,134.9083,5.7828,1485.1811,9.5989,6.1511,3.264368203739955e+18
TimesFM,9.6601,6.1804,117.3778,1.9523,962.2754,4.2817,9.0288,0.0
Timer,10.5546,6.4253,64.0125,3.6736,1993.6308,4.1517,14.1607,4.4229706358194176e+18
Chronos,11.6268,3.9874,108.3697,2.1725,807.2046,3.8106,10.2127,0.0
My-MoE,15.3823,4.035,199.9818,2.7016,1573.4601,4.0975,11.548,3.1326918078889984e+18
Mean Foundation Models,10.1528,6.7737,115.4573,2.6205,1290.319,5.2869,9.3099,1.0745770877648896e+18
