Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Time-MoE,6.5525,3.3095,17.2737,2.7231,27.7376,4.5293,5.2479,1.227897906879529e+19
Timer,6.0403,6.8043,17.1082,4.1084,37.7863,2.1038,6.7731,2.456638829939917e+18
TimesFM,5.6916,6.6255,22.2423,1.8423,71.0714,2.5086,5.4641,1.3157892586314138e+19
Morai,10.5806,10.9918,21.6013,5.967,11.5654,6.0611,6.3291,3.8317245788585984e+18
Chronos,5.9228,7.0148,21.291,2.0822,17.5311,3.264,6.158,5.9530603800612045e+19
My-MoE,6.4977,3.8133,17.2292,2.3727,11.7518,2.603,5.278,3.5027874217984e+18
