Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Time-MoE,21.5801,20.7225,14.4881,2.1017,28.123,20.6087,21.735,4.238031062040576e+18
Timer,17.4481,17.9476,17.0102,1.853,33.089,4.0803,25.9794,7.0914741895168e+18
TimesFM,20.659,19.6023,12.6897,2.1898,41.8634,3.7432,17.865,2.935760255922995e+18
Morai,34.373,19.6912,13.2017,7.8257,20.643,10.1992,18.8602,4.481526931442893e+18
Chronos,36.8384,20.7324,11.1103,3.2609,17.8359,3.399,14.9856,86.2761
My-MoE,20.4556,20.3673,11.3777,2.5535,19.3448,4.6659,17.2285,3.238767192178688e+18
