Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,25.25,5.8676,26.0112,5.4502,3.5421,7.5238,13.625,2.410924271783117e+18
Time-MoE,28.3969,6.9821,22.3689,7.1576,3.4427,13.9081,5.9338,1.5900243807698944e+18
TimesFM,30.406,5.4658,15.1434,4.524,4.2951,6.5231,11.6116,5.39218816270336e+16
Timer,31.1182,5.4014,11.8918,4.0982,5.5277,6.0943,9.507,0.0
Chronos,25.1021,6.4394,16.7722,5.4177,5.1854,6.9542,5.1619,0.0
My-MoE,18.7212,6.9821,16.5103,7.1576,3.4427,13.9081,5.9338,0.0
Mean Foundation Models,28.0546,5.7835,14.8159,4.9546,3.7991,7.37,9.1678,4.303497906356224e+17
