Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,22.2401,9.2441,187.6474,4.0771,2182.2947,3.4479,9.8025,6.05010836586496e+17
Time-MoE,27.8007,3.8208,175.9614,3.6117,2882.5914,5.1008,4.4034,0.0
TimesFM,27.0572,5.5259,157.7324,2.6918,748.425,3.2669,4.6424,0.0
Timer,20.4009,2.4554,143.9056,1.6265,5114.0148,4.2877,3.606,4.129078479159296e+17
Chronos,15.6685,5.4231,128.3939,1.4536,125.2305,1.5353,4.8729,0.0
My-MoE,19.3016,5.282,175.885,4.2448,1528.033,4.4019,3.7485,2.668468818149376e+17
Mean Foundation Models,22.6335,5.24,158.7281,1.4597,2195.5465,2.0061,4.9994,0.0
