Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,9.9868,7.8409,17.4979,6.4668,68.6396,10.6528,20.3452,2.594978523953234e+19
Time-MoE,12.8758,6.71,16.1426,3.1771,208.1598,18.1948,18.0422,1.4563313259747738e+20
TimesFM,26.6011,6.0397,23.0507,3.2868,171.3467,4.7134,21.1642,1.6272983403475763e+19
Timer,37.0624,7.0109,22.4106,3.267,99.256,7.227,23.4651,4.142602472180941e+20
Chronos,15.8074,6.3197,14.7668,2.9378,97.0957,5.171,12.715,4.083595462689423e+19
My-MoE,16.8546,6.9216,15.956,2.8113,133.6752,5.4074,15.2838,1.8628663014168986e+19
Mean Foundation Models,20.0448,6.0809,15.6832,3.0225,127.9376,8.8086,19.1463,1.2859042748904243e+20
