Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Time-MoE,15.2348,14.1769,16.7499,4.0019,87.8739,13.503,183.5914,7.778568025145344e+18
Timer,14.2369,14.2369,8.5273,3.9256,77.9994,4.8279,204.9381,8.04036174371881e+18
TimesFM,13.6967,15.1858,8.5206,3.8067,15.0261,4.9884,212.3583,76.9035
Morai,21.9973,17.3367,11.3638,7.7565,13.5505,8.5872,201.3627,5.924901801374515e+18
Chronos,21.2783,13.8044,7.0591,3.5293,26.0391,5.0753,208.9084,4.761938903747789e+18
My-MoE,15.5596,14.2779,10.9935,3.2784,48.8198,4.981,212.6042,5.52792312816599e+18
