,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,23.3316,6.2864,35.851,4.6217,9.884507313484595e+18,65.4675,11.9473,4.325501292249088e+17
1,Chronos,30.4145,4.0064,29.4406,4.1726,0.0,55.977,12.5117,178083712204800.0
2,TimesFM,34.5243,14.6564,27.9353,4.2312,1.6500465487314944e+18,55.6769,12.7676,208131430809600.0
3,Timer,36.0907,6.4239,31.7829,3.8068,4.2985089260322816e+18,63.9345,10.0976,9123352752947200.0
4,Time-MoE,34.6899,24.9847,29.927,8.0122,3.7879876383932416e+18,58.0553,10.2163,9744801805107200.0
5,My-MoE,27.7681,5.3808,26.7096,3.8866,5.010318580462387e+18,65.5257,9.4424,3519905215283200.0
6,Mean Foundation Models,31.6214,10.4356,29.3692,4.0056,3.887064373474099e+18,59.6387,10.811,8.93157306793984e+16
