,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,28.5465,5.5376,29.4,4.3087,1.15465900785664e+19,7.5512,20.6325,2.357427877131059e+18
1,Chronos,32.799,4.577,31.7127,4.6863,6.035979963570586e+18,5.4571,26.0273,0.0
2,TimesFM,36.7424,4.0597,26.1628,4.3573,5.390616459686707e+18,3.374,19.4046,1.58025671245824e+16
3,Timer,31.4397,4.2419,28.5645,4.2536,1.1970905359620506e+19,3.5977,28.7483,6.967628136448e+16
4,Time-MoE,32.917,25.4333,26.0052,4.6771,1.9378521354377626e+19,38.5895,27.7268,2.575126293905408e+17
5,My-MoE,32.2323,3.97,26.6385,3.9731,6.351624411598029e+18,4.5648,24.6137,1.125655831904256e+17
6,Mean Foundation Models,32.3261,6.8177,25.8071,4.3539,1.0864522643164365e+19,6.8164,24.4735,5.355460756504576e+17
