,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,17.4591,4.1098,31.6941,7.4022,112.3539,13.1563,20.9608,2.8657894404653056e+18
1,Chronos,23.9486,3.7359,37.8996,4.3924,52.0598,6.2241,10.3607,1.00874462429184e+16
2,TimesFM,26.9677,3.4156,33.3344,3.169,55.8917,6.2564,10.585,1.007496248426496e+17
3,Timer,21.7795,4.0411,30.5004,3.1569,62.554,5.9077,9.8604,7586272038092800.0
4,Time-MoE,20.903,8.6853,31.5747,6.346,47.7618,7.4101,9.9885,1.5641415119798272e+18
5,My-MoE,15.1304,3.1877,34.7468,3.9572,53.0162,7.0915,10.2518,5.648059698511872e+17
6,Mean Foundation Models,21.7552,3.8287,32.8723,4.6154,64.0183,7.6003,9.9179,8.5941087633408e+17
