,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,11.1122,8.3746,29.2755,8.0051,44.3809,10.1853,13.9389,1599.072
1,Chronos,14.0029,5.7881,20.6954,2.3446,62.2974,3.252,7.792,208.0928
2,TimesFM,21.136,5.2966,18.8252,3.1609,101.3801,3.1517,14.2147,253.0216
3,Timer,24.0151,6.4189,21.3096,3.5489,69.7787,4.4301,14.6528,1236.048
4,Time-MoE,11.5072,6.208,22.0178,2.8277,119.4947,12.3261,12.0131,1435.7906
5,My-MoE,12.3081,5.2877,23.2455,2.8525,107.2601,3.6162,11.4111,610.9222
6,Mean Foundation Models,15.8093,6.1236,21.492,3.2467,79.4663,6.4439,12.5223,880.9545
