,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,15.2158,9.932,1.1234137220736614e+19,4.0305,755.499,6.8148,14.1278,1.7784966725238784e+18
1,Chronos,18.0444,6.0209,6.81353654787113e+18,3.7616,360.4749,3.5697,15.9307,0.0
2,TimesFM,18.9006,6.7937,9.443077446749389e+18,3.5102,1754.6175,6.0886,12.2495,0.0
3,Timer,41.5958,8.5405,7.23988721392681e+18,3.5182,2408.7824,3.4116,11.8908,8.386281845712486e+18
4,Time-MoE,28.8245,17.4558,9.042058068308787e+18,3.4315,2412.475,3.7908,14.5572,3.160829641883648e+18
5,My-MoE,18.004,6.1338,8.56005192754135e+18,3.4743,1103.363,3.9638,12.6671,3.266093653164032e+17
6,Mean Foundation Models,21.1384,9.125,8.7545392136192e+18,3.6504,1492.3592,3.824,12.758,1.7724585927507968e+18
