,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,10.6521,11.8478,30.7189,8.9529,12.2649,5.5561,30.4805,270.2376
1,Chronos,16.5992,9.5265,36.5757,2.7967,11.0361,6.4878,33.2161,51.9741
2,TimesFM,16.4526,10.8486,38.1985,2.8197,11.3206,6.3951,26.1384,94.9221
3,Timer,11.2494,9.2116,37.1338,3.2812,9.3021,4.9281,29.5518,652.2406
4,Time-MoE,10.8981,11.5089,36.747,5.1155,9.0229,30.9607,34.0544,125.2985
5,My-MoE,9.7725,8.0225,39.9237,3.0486,9.9866,5.0837,31.1258,72.0683
6,Mean Foundation Models,9.989,10.5887,35.8748,3.7265,10.0522,4.3978,30.1107,187.3686
