,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,38.8745,4.94,34.8157,4.2446,7.8298,7.5851,10.4308,2.763686041930957e+18
1,Chronos,42.1894,3.7188,19.2102,4.3094,15.88,5.2587,12.1697,0.0
2,TimesFM,49.5211,3.4703,21.3288,3.7321,4.9682,3.8674,19.4825,1.38011618574336e+16
3,Timer,47.0262,3.2569,28.6205,4.0881,6.7048,4.7408,18.997,6.092130325889024e+17
4,Time-MoE,46.31,12.6073,27.3276,18.8669,7.4904,38.882,18.5351,2.5324645448155136e+18
5,My-MoE,34.005,3.2709,20.4139,4.0069,9.4804,4.533,22.4978,1.139395230957568e+18
6,Mean Foundation Models,44.7842,4.1955,25.3772,6.8077,8.5195,11.2029,15.0948,8.120181670805504e+17
