,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,6.0852,16.4429,23.9169,6.6995,1.6610410121742254e+20,8.5058,16.7256,9.94664002837545e+18
1,Chronos,10.771,18.0575,13.9873,3.0063,6.0780267485056205e+19,5.6807,18.86,1.192832677183488e+17
2,TimesFM,22.3034,18.3978,15.498,3.1814,2.343110646599516e+19,8.4816,13.5616,1.0267079592640512e+18
3,Timer,17.5016,16.23,16.4102,2.8114,1.847618652120023e+20,9.3817,19.253,6.449604641528218e+18
4,Time-MoE,17.3702,16.2928,14.0836,3.5669,8.979697032956477e+19,8.3064,16.6701,1.9999561599470797e+19
5,My-MoE,19.429,17.1892,14.7352,3.1529,2.3171239985146757e+20,8.5266,14.578,1.572516912955392e+18
6,Mean Foundation Models,13.9459,16.8442,15.7319,2.9053,1.0497486248560558e+20,7.9138,17.0141,7.035814419837747e+18
