,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,19.8374,5.5391,31.2851,6.008,28.643,12.1706,16.0017,12.8508
1,Chronos,22.6813,4.569,38.5158,5.1763,30.1502,8.958,5.8983,13.6309
2,TimesFM,32.4088,3.984,38.0811,5.037,16.1002,9.0642,8.5032,11.9248
3,Timer,39.9049,4.825,37.9188,6.5131,24.8712,10.2264,8.1209,12.1755
4,Time-MoE,25.4709,6.5728,32.3425,3.874,25.1416,13.5929,9.2556,15.3241
5,My-MoE,24.6959,4.9519,38.3262,5.0029,15.7207,8.9077,10.064,10.2084
6,Mean Foundation Models,27.6758,4.4711,35.2544,4.3216,17.5023,10.4187,8.8595,10.5396
