,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,27.4707,17.2314,19.9447,5.6468,44.6582,13.6048,39.6861,3.281348356944691e+18
1,Chronos,24.6285,15.6212,19.6691,3.0093,120.3858,5.1367,43.0843,0.0
2,TimesFM,29.5674,16.0065,19.1497,3.545,33.929,6.2581,60.3708,0.0
3,Timer,26.573,13.958,21.9898,2.4857,55.3712,7.4938,61.8585,1.5057359697084416e+18
4,Time-MoE,28.3609,9.951,20.3732,7.7324,44.9315,17.5428,65.1142,2.1507673652461568e+18
5,My-MoE,26.7947,13.9312,22.2488,2.5112,36.5412,7.5822,65.4508,2.3757812924416e+17
6,Mean Foundation Models,27.2424,13.7156,19.6772,3.4571,52.9823,8.8472,52.4571,1.0540176161898496e+18
