,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,140.7563,9.0605,3.266396502045491e+18,4.826,7.553638010873446e+18,11.5084,25.6736,8.8228426153984e+17
1,Chronos,124.7473,4.7962,2.559477526875341e+18,3.9403,1.54758862077952e+16,7.5862,27.5356,0.0
2,TimesFM,45.5431,3.8503,2.384566916481024e+18,4.2309,1.49509875171328e+16,5.8353,34.2598,492916860518400.0
3,Timer,142.1907,5.3538,2.644098905276416e+18,2.5807,1.997050942062592e+17,13.5942,24.8133,1.18884896079872e+16
4,Time-MoE,179.5548,18.6121,3.159846953366323e+18,5.115,1.833170022432768e+17,13.0,20.6385,3.62543960817664e+16
5,My-MoE,178.2187,5.3609,2.6484630215458816e+18,4.2984,3.104101982273536e+17,6.4087,34.0616,4.77438664507392e+16
6,Mean Foundation Models,124.7586,7.451,2.802877403758592e+18,3.0682,1.5920755497762816e+18,7.1439,24.3901,1.841974973825024e+17
