,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,68.9879,12.7774,1.4514005531951104e+18,8.3349,9.613975741645455e+20,14.7735,351.178,1.6488689760731136e+18
1,Chronos,53.5369,11.9075,1.07289356795904e+18,5.5613,1.642948136022311e+20,11.6286,316.9915,1.4158217084928e+16
2,TimesFM,54.6134,12.383,1.1946402141700096e+18,5.7581,1.678404499800064e+20,10.5215,308.9054,2.128083280723968e+17
3,Timer,57.3908,12.6649,1.2648151479484416e+18,4.4496,8.52147954781048e+20,11.7357,312.9046,1.3576607444762624e+18
4,Time-MoE,49.5952,13.6123,1.3153168766533632e+18,6.7433,5.434769427864224e+20,12.5648,254.2259,2.899609730940928e+18
5,My-MoE,47.4223,12.5149,1.2768769193541632e+18,4.6727,3.430087051544887e+20,11.5809,323.2061,1.2448430131511296e+18
6,Mean Foundation Models,55.1623,12.2571,1.25981322903552e+18,6.0278,5.378315553091879e+20,11.7685,307.9065,1.1444156182298624e+18
