,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,5.6547,4.8061,20.0697,6.1593,37.457,10.0981,4.7205,8.021166675879526e+18
1,Chronos,3.2799,3.8111,16.4546,2.7324,40.0044,4.6197,3.8342,4.4405241671581696e+18
2,TimesFM,8.6613,2.9196,13.8802,3.1547,51.3444,4.0311,4.018,2.0810089627648e+17
3,Timer,24.0907,1.8407,18.2722,5.0814,82.0812,4.2394,3.953,5.47900388016128e+18
4,Time-MoE,11.3874,4.5833,24.4884,3.2824,97.5676,15.1997,10.975,1.3035791820049613e+19
5,My-MoE,3.6885,3.7393,13.8188,2.7991,49.6588,4.4126,4.1379,1.3313161667018752e+18
6,Mean Foundation Models,10.1232,2.5633,18.0171,3.6573,42.8756,5.578,4.4037,6.173287061546598e+18
