,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,56.7566,6.8513,22.0342,5.7789,377.0454,6.9031,8.3255,1.050736368549888e+18
1,Chronos,61.7367,10.5967,22.0358,2.821,79.5828,3.2515,9.3392,0.0
2,TimesFM,57.5803,7.7414,20.6203,3.0436,67.3939,3.7102,5.2515,0.0
3,Timer,54.0352,6.2032,22.3206,2.7772,140.3404,2.983,4.7944,2.844537512787968e+17
4,Time-MoE,57.4589,4.9547,21.4688,2.83,498.9866,5.9117,5.4744,3.489903325216768e+17
5,My-MoE,55.6907,7.7437,21.226,3.0434,48.3544,3.7039,5.2598,1.566740718813184e+17
6,Mean Foundation Models,57.5136,7.0847,20.0238,2.9525,172.8338,3.2433,5.2207,2.685346965880832e+17
