,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,42.1344,6.8568,2.0154355227295744e+18,4.7132,1.651752777747425e+21,38.5,20.1422,1.908486756840243e+19
1,Chronos,54.8411,4.5989,1.8969902031306752e+18,3.9501,1.2487469666245018e+19,56.3844,26.5922,9.25596255256576e+16
2,TimesFM,27.7478,6.8309,2.026600719712256e+18,4.4821,8.44325029192663e+18,34.1402,41.4644,1.178102398976e+16
3,Timer,64.2832,4.2532,2.2282582389424128e+18,3.4183,2.919139119034532e+19,31.7427,41.2254,4.557703330398208e+17
4,Time-MoE,50.9336,31.9544,1.996117189328896e+18,4.2084,2.882869022162944e+18,19.1018,21.7813,5.45478069410857e+18
5,My-MoE,50.6267,4.8322,2.0151971520446464e+18,3.783,7.104915719166362e+18,52.9239,21.7009,6.3795800047616e+16
6,Mean Foundation Models,47.7014,10.0517,2.0326804606681088e+18,3.6638,3.360985219640328e+20,35.799,29.6093,4.988203793855283e+18
