,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,8.2301,4.1254,41.8332,3.6699,3.6636143190330573e+19,16.2139,38.9577,7.541194631623475e+18
1,Chronos,6.9466,2.9356,19.4526,3.3329,3.623678940020736e+18,11.5327,37.0197,0.0
2,TimesFM,15.0877,4.9841,22.7092,3.8597,1.669150321672192e+17,8.9875,38.1579,1.184269988790272e+17
3,Timer,13.0744,4.3581,36.7633,3.9041,2.084760117407908e+19,8.4204,39.2168,6.582733165821952e+17
4,Time-MoE,17.7796,4.4174,43.8876,4.588,5.524628115155845e+19,14.1491,35.6017,2.9641465537757184e+18
5,My-MoE,4.7465,3.9807,39.8033,3.4719,1.4933759342988493e+19,10.508,38.7483,3.2951918955331584e+18
6,Mean Foundation Models,12.0277,2.6729,31.8595,3.3548,2.169269955508306e+19,10.4287,37.7411,2.2153052618227712e+18
