,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,46.4648,6.7233,24.7973,4.1213,14.5197,7.6255,24.9998,3.2129441308082176e+18
1,Chronos,34.9209,4.2682,30.0626,3.2205,14.0401,4.7583,16.394,0.0
2,TimesFM,15.8925,4.1647,24.2595,3.2406,13.8335,5.1703,15.111,3.11971526213632e+17
3,Timer,14.7788,4.9882,24.0799,2.7625,17.3229,5.3894,15.9373,1.4161348988502016e+18
4,Time-MoE,19.4273,11.175,24.5307,16.4121,15.6426,49.3433,15.8533,1.1537971152945152e+18
5,My-MoE,19.111,3.7276,23.8902,3.8164,12.5649,4.9014,15.0941,6.052444828073984e+17
6,Mean Foundation Models,25.8788,5.2699,25.3207,3.1309,14.9822,13.6983,16.7897,8.146638669348864e+17
