,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,5.7396,3.7641,11.1449,7.2693,13.5725,6.5347,14.6048,173.04
1,Chronos,3.2862,3.3707,10.8516,2.8605,16.1735,5.0585,17.6564,39.2344
2,TimesFM,8.1208,3.5401,9.5302,3.0283,7.8781,4.7224,13.0444,45.4906
3,Timer,8.598,5.7049,10.7303,4.3886,19.8023,4.8009,18.649,298.8482
4,Time-MoE,4.097,8.2441,10.9803,6.1168,8.8459,28.6358,17.0173,292.331
5,My-MoE,5.8894,4.0633,10.3743,3.0223,10.4064,4.7192,13.0004,141.0819
6,Mean Foundation Models,4.7582,4.8707,9.2412,4.0663,7.2356,7.8011,16.1181,141.6321
