,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,48.1005,14.5774,17.0847,6.7786,18.7348,11.5216,22.5498,21.9042
1,Chronos,35.3911,12.8849,15.8179,4.7432,23.7788,4.9844,25.7749,22.862
2,TimesFM,32.2004,16.6904,16.0102,3.6494,22.0597,4.4425,18.3008,24.1249
3,Timer,20.0049,16.5276,17.7765,4.3548,37.2705,5.2965,24.6488,29.9082
4,Time-MoE,21.1993,14.8598,16.7284,3.4946,94.0403,20.8459,27.4703,34.7982
5,My-MoE,21.0195,16.1321,16.3322,4.1941,16.7344,4.3141,19.8416,27.2467
6,Mean Foundation Models,31.3793,15.108,16.652,4.4111,27.9928,8.4543,23.0137,24.5241
