,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,19.1664,9.6548,3.9303799776477184e+18,4.8543,7.239943048501658e+18,12.2375,13.4156,1.0530746990696858e+19
1,Chronos,21.9515,5.4713,3.3780373049573376e+18,4.7475,7.06634124886016e+16,3.5245,12.3382,1.26805780463616e+16
2,TimesFM,21.5938,7.4948,3.125483993772851e+18,4.0327,161061273600.0,5.1134,11.9112,3.13236763181056e+16
3,Timer,15.4176,6.5623,3.86409617686528e+18,4.5418,1.675263268093952e+17,3.6444,17.4924,3.718821323997184e+17
4,Time-MoE,16.2171,13.8533,3.691648085970125e+18,4.7267,2725452028313600.0,3.714,22.9894,2.465137550163968e+17
5,My-MoE,17.3987,6.8483,3.1098262609985536e+18,4.8401,1.494865917509632e+17,4.5013,17.8987,1.846923447238656e+17
6,Mean Foundation Models,16.6019,8.3812,3.5979291078426624e+18,4.4925,1.4599496855977984e+18,5.0838,13.3326,2.23531036049408e+18
