Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,81.2247,12.5604,4.795732028555264e+17,6.8502,3.0185810122348954e+19,7.7137,245.3641,3.0116207600336896e+18
Time-MoE,69.3504,15.5662,4.356341304918016e+17,6.7001,1.9393081293511066e+19,10.5611,249.521,5.746941119954944e+17
TimesFM,56.3148,10.6129,3.943639776493568e+17,3.4544,3.921568422743245e+18,4.5791,232.4732,4.38797481279488e+16
Timer,92.3612,9.0804,3.300904363098112e+17,5.596,2.426280927349965e+18,4.9202,282.1309,4.114180311351296e+17
Chronos,69.2803,9.302,3.505186429468672e+17,3.8064,2.0531685284118528e+18,4.9862,250.5255,8102760310374400.0
My-MoE,45.2678,24.1811,4.262829934772224e+17,12.3998,1.16217183337028e+20,11.6123,217.6319,2.858075034956595e+18
Mean Foundation Models,73.1548,9.7015,3.980360941568e+17,4.3285,1.1517766553042944e+19,5.9665,252.003,8.028527068708864e+17
