Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,29.7853,3.7286,55.3684,3.5567,56.7598,8.7437,9.7677,2.477062043677491e+18
Time-MoE,27.4377,37.9699,32.8373,23.2939,63.988,41.6288,10.6493,7.231967294232986e+18
TimesFM,28.0702,6.4376,29.0333,3.0117,57.5498,8.9546,5.4485,3.8404184516591616e+18
Timer,31.555,5.3564,41.7817,4.1989,86.6862,18.5422,12.2201,9.108430774914253e+18
Chronos,37.4272,3.0299,29.8347,2.9085,61.5235,7.7882,6.8272,1.0402410790912e+16
My-MoE,20.251,39.7605,51.2194,18.5201,43.7455,33.9629,17.2057,5.771708306565366e+19
Mean Foundation Models,30.6401,9.468,36.6471,5.3097,65.1546,16.7609,5.3251,4.3384693017542656e+18
