Epoch,Train Loss
1,0.2829928512756641
2,0.2507210075855255
3,0.24957120877045852
4,0.24704653712419364
5,0.24036308893790612
6,0.24259837086384112
7,0.23878382948728707
8,0.23818554557286775
9,0.23921962884756234
10,0.2402297487625709
11,0.2378976413836846
12,0.24133428243490365
13,0.23462439729617193
14,0.23650463269307062
15,0.23514211407074562
16,0.2341641325217027
17,0.23527401914963356
18,0.23398799162644607
19,0.23291332446611845
20,0.23901955439494207
21,0.2363739265845372
22,0.23949705408169672
23,0.23666208523970383
24,0.23744142514008743
25,0.2337391972541809
26,0.23693821521905753
27,0.23462569942841163
28,0.23010267890416658
29,0.2311612184231098
30,0.22859770288834205
31,0.22676375279059777
32,0.22940358748802772
33,0.23050393508030817
34,0.22790075265444243
35,0.22835690470842215
36,0.22920688757529625
37,0.22969960937133202
38,0.2336469292640686
39,0.23163592127653268
40,0.23014514033611005
41,0.22911629539269668
