Epoch,Train Loss
1,0.26668174679462725
2,0.27134477404447704
3,0.308597200191938
4,0.2706799002794119
5,0.2584102428876437
6,0.25747877817887527
7,0.2734683545736166
8,0.2772529400311984
9,0.2768096488255721
10,0.2728882638307718
11,0.30692582634779125
12,0.28215001638119036
13,0.261210003724465
14,0.2916906498945676
15,0.26266765823731053
16,0.2505657145610222
17,0.2534089455237755
18,0.3042948773274055
19,0.26054242024054897
20,0.24903053045272827
21,0.21972910715983465
22,0.2541245405490582
23,0.256789173071201
24,0.2919837740751413
25,0.26110265575922453
26,0.24554762702721816
27,0.27855682602295506
28,0.28067268087313724
29,0.23555170801969674
30,0.29608771434197056
31,0.28112739553818333
