Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,33.2689,6.1798,1.0595380450295808e+18,3.908,6.799410692492362e+20,36.321,18.0487,1.517059758358528e+19
Time-MoE,39.3908,43.055,9.980588094128128e+17,5.8632,9.308091778596864e+18,13.4293,21.2179,2.236649402447954e+19
TimesFM,32.8328,8.0902,1.0133004672303104e+18,3.718,8.213636186321715e+18,27.0171,48.1549,1.5810705752064e+16
Timer,53.0521,4.0112,9.185458651136e+17,7.0415,8.802830107908506e+18,39.1416,55.9315,9.819230467784704e+17
Chronos,41.2365,5.3711,9.484951015653376e+17,3.2926,9.073424214471475e+18,52.2858,31.6323,8.9883968274432e+16
My-MoE,40.738,4.9408,9.980587020386304e+17,3.718,3.684958244909875e+18,27.0171,48.1549,2.2366452792793498e+19
Mean Foundation Models,37.0636,12.4554,9.875877865193472e+17,3.7747,1.3933378309183242e+20,32.6919,34.309,7.697887064489984e+18
