Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,24.2248,7.8868,30.4876,6.4477,22.5463,6.3222,134.131,41.3902
Time-MoE,21.728,32.5463,30.0367,5.1707,81.928,23.4272,69.8349,64.0967
TimesFM,46.9362,3.6694,28.7151,4.0108,35.8469,5.5801,80.8774,28.7468
Timer,27.6214,5.5808,38.7306,4.9243,77.287,6.1709,119.9911,84.7605
Chronos,22.1366,4.0729,33.9833,4.5987,40.3876,4.9611,111.4194,29.7652
My-MoE,21.233,3.6694,28.7151,3.936,36.6386,5.5801,80.8774,37.025
Mean Foundation Models,25.6031,7.3432,31.1829,3.9592,50.4491,8.5438,102.5386,45.9579
