Epoch,Train Loss
1,0.10202794120861934
2,0.10754960775375366
3,0.10549096018075943
4,0.10865586136396115
5,0.10443395490829761
6,0.10539926244662358
7,0.11117966415790412
8,0.10688873781607701
9,0.10173552196759444
10,0.10578799190429541
11,0.10445549740241124
12,0.10301547554823068
13,0.10466806303996307
14,0.10848467166607197
15,0.10870367059340844
16,0.10613262882599464
17,0.10305819603113028
18,0.10592437650148685
19,0.10134829867344636
20,0.10201444591467197
21,0.10469712030429107
22,0.10361485756360568
23,0.10404058259267074
24,0.10216681773845966
25,0.10412956201113187
26,0.10591285733076242
27,0.10230678778428298
28,0.11260773012271294
29,0.1022174134850502
