Modelo,Tempo (s)
Time-MoE200M,5.2333
Timer,1.2746
TimesFM,4.8133
Moirai-Small,0.6086
Chronos-Bolt-Small,1.2022
My-MoE,37.0344
AutoETS,0.1772
AutoARIMA,3.2495
NBEATS,8.5433
RandomForest,4.3465
XGBRegressor,1.3014
