Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,16.0373,9.0006,11.0279,6.1662,12.6002,2.6032,6.2425,2.0415089806934016e+18
Time-MoE,16.4499,3.7326,9.2389,4.037,5.1598,16.8875,6.5867,6.383718876839936e+17
TimesFM,14.7369,5.7229,8.4503,3.2838,4.2597,6.5713,5.0846,5.91537255743488e+17
Timer,20.8529,3.7091,12.8919,2.3387,3.5174,4.2661,5.6917,7.624590870603366e+18
Chronos,15.7998,8.2369,9.4236,2.8642,4.5857,4.7563,5.0517,66.6667
My-MoE,12.5843,6.9409,11.6241,2.6189,4.5815,6.3309,4.8243,1.71050562224128e+18
Mean Foundation Models,16.7754,5.8475,9.8109,2.5361,5.6112,6.5786,4.6824,2.1394975858098176e+18
