Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
UniTS,22.9116,25.905,14.1334,16.3917,16.8966,25.2643,19.1652,1.7376604455960576e+19
SimMTM,21.0705,4.7173,28.0625,3.2905,5.2176,4.7202,9.6552,6.070159742808883e+18
