horizon,state,year,experiment,num_epochs,min_loss
horizon_12,excluding_sp,2020,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2020_log,18,0.1819933595565649
horizon_12,excluding_sp,2021,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2021_log,13,0.2793362988875462
horizon_12,excluding_sp,2022,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2022_log,21,0.1931202021928934
horizon_12,excluding_sp,2023,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2023_log,17,0.1513508237325228
horizon_12,excluding_sp,2024,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2024_log,19,0.1779120679085071
horizon_24,excluding_sp,2020,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2020_log,17,0.337259829044342
horizon_24,excluding_sp,2021,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2021_log,18,0.2407237543509556
horizon_24,excluding_sp,2022,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2022_log,11,0.3222941916722517
horizon_24,excluding_sp,2023,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2023_log,21,0.2908231971355585
horizon_24,excluding_sp,2024,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2024_log,17,0.206202106980177
horizon_3,excluding_sp,2020,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2020_log,12,0.0990096691709298
horizon_3,excluding_sp,2021,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2021_log,15,0.099125369810141
horizon_3,excluding_sp,2022,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2022_log,11,0.0745883925029864
horizon_3,excluding_sp,2023,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2023_log,26,0.0816216812683985
horizon_3,excluding_sp,2024,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2024_log,16,0.1157173502903718
horizon_6,excluding_sp,2020,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2020_log,13,0.1424159258604049
horizon_6,excluding_sp,2021,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2021_log,15,0.1494969851695574
horizon_6,excluding_sp,2022,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2022_log,21,0.1030379476455541
horizon_6,excluding_sp,2023,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2023_log,18,0.1034937982375805
horizon_6,excluding_sp,2024,model_topk_1_norm_minmax_noise_True_ep_30_lr_0.0001_2024_log,24,0.1497143117281106
