Modelo,Tempo (s)
Time-MoE200M,5.1148
Timer,1.3409
TimesFM,4.7712
Moirai-Small,0.6956
Chronos-Bolt-Small,1.3032
My-MoE,15.7558
AutoETS,0.155
AutoARIMA,3.2519
NBEATS,7.2412
RandomForest,4.3818
XGBRegressor,1.1772
