Epoch,Train Loss
1,0.12444700186069195
2,0.1299287103689634
3,0.12686361659031647
4,0.13295030708496386
5,0.1274420235019464
6,0.1258653299166606
7,0.1261443942785263
8,0.12863885668607858
9,0.120652525470807
10,0.1276200688802279
11,0.1270765341245211
12,0.12701414640133196
13,0.1284347835641641
14,0.11755246611741874
15,0.12125205993652344
16,0.12097423466352317
17,0.12540918989823416
18,0.12116526296505561
19,0.12007408761061154
20,0.12301392050889823
21,0.1231736781505438
22,0.11761487275362015
23,0.11777934088156773
24,0.11890511615918233
