Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,27.8709,17.9867,21.7491,5.0069,44.9177,13.4407,39.3614,2.6677925218615296e+18
Time-MoE,28.3609,9.9509,20.3732,7.7324,44.9317,17.5428,65.1142,2.150783256625152e+18
TimesFM,29.5674,16.0066,19.1497,3.545,33.9289,6.2581,60.3708,0.0
Timer,27.6973,13.5994,24.5438,2.3164,29.6025,8.4848,50.6967,1.599608492916736e+18
Chronos,24.6109,15.6019,19.6545,3.0025,117.5426,5.0629,43.0629,0.0
My-MoE,28.1328,15.7597,38.5439,10.9077,135.7531,22.7029,99.6377,2.0174957755917926e+19
Mean Foundation Models,27.6166,13.8927,20.3208,3.2762,45.9458,8.6436,48.3914,9.451465303130112e+17
