Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,10.6937,9.6999,73.4055,2.9686,2.208142330114867e+19,12.1871,17.6512,3.0828250900987904e+18
Time-MoE,9.361,4.2911,73.6617,1.7469,1.6342046477595443e+19,15.6925,7.9307,3530436273766400.0
TimesFM,5.7893,4.2139,73.4634,2.1814,1.851148256243876e+19,5.4481,14.1124,9962901418803200.0
Timer,6.2,3.4481,76.7594,1.7786,1.532156568403968e+19,5.7202,10.1876,7.24237719437312e+16
Chronos,6.3075,5.5333,84.829,1.7498,1.632022117178409e+19,9.0607,13.353,0.0
My-MoE,100.0,100.0,100.0,100.0,50.0,100.0,100.0,0.0
Mean Foundation Models,7.1227,3.982,76.4238,1.7343,1.7715350244583014e+19,5.5818,11.4663,6.2742492872704e+17
