Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,27.2338,5.8023,47.4487,5.7203,786.2331,9.2543,12.1046,3.006435016520499e+18
Time-MoE,26.6122,70.3252,37.6554,11.5216,573.6898,47.7214,9.5936,2.0262138720079053e+19
TimesFM,25.6825,5.1825,27.345,3.474,473.8553,8.0386,23.6433,0.0
Timer,27.568,5.1552,35.123,7.4958,552.0897,6.9606,10.4785,3.3397586236801024e+18
Chronos,25.1156,7.7371,35.8296,4.1896,352.406,7.827,11.1687,0.0
My-MoE,26.6121,5.1825,31.1658,7.5777,483.5088,8.0386,13.1486,2.0260838203981824e+19
Mean Foundation Models,26.2836,14.1446,35.591,6.2915,546.8513,12.1748,11.5234,4.306214526858035e+18
