Learner,selections,avg_weight,percentage,horizon,state,year,experiment
Chronos,3006,0.485194055452532,24.08653846153846,horizon_12,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Moirai,2685,0.4725679882054583,21.514423076923077,horizon_12,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Time-MoE,1930,0.5929970118019324,15.46474358974359,horizon_12,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Timer,2059,0.4944989754555583,16.498397435897434,horizon_12,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
TimesFM,2800,0.4821442837545848,22.435897435897434,horizon_12,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Chronos,2790,0.5053896576279647,22.35576923076923,horizon_12,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Moirai,2251,0.48291070753173104,18.036858974358974,horizon_12,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Time-MoE,1992,0.4864126225843666,15.961538461538462,horizon_12,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Timer,2365,0.4344155704669544,18.950320512820515,horizon_12,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
TimesFM,3082,0.5667112536974962,24.69551282051282,horizon_12,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Chronos,2665,0.47922919644951456,21.354166666666668,horizon_12,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Moirai,2656,0.5175460805507736,21.28205128205128,horizon_12,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Time-MoE,2218,0.5332695849147869,17.772435897435898,horizon_12,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Timer,2273,0.4595960964257405,18.213141025641026,horizon_12,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
TimesFM,2668,0.5100442018978454,21.378205128205128,horizon_12,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Chronos,2842,0.5018546252860769,22.772435897435898,horizon_12,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
Moirai,2255,0.4896765168202822,18.068910256410255,horizon_12,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
Time-MoE,2041,0.4937891750315835,16.354166666666668,horizon_12,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
Timer,2756,0.5233074200957343,22.083333333333332,horizon_12,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
TimesFM,2586,0.48702616110510333,20.721153846153847,horizon_12,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
Chronos,2468,0.4324023795212834,19.775641025641026,horizon_12,excluding_sp,2024,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2024_log
Moirai,2758,0.6332258467155254,22.099358974358974,horizon_12,excluding_sp,2024,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2024_log
Time-MoE,2145,0.39000058736487997,17.1875,horizon_12,excluding_sp,2024,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2024_log
Timer,2164,0.41252842318240734,17.33974358974359,horizon_12,excluding_sp,2024,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2024_log
TimesFM,2945,0.5762754735094436,23.59775641025641,horizon_12,excluding_sp,2024,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2024_log
Chronos,2841,0.48068400766649366,22.764423076923077,horizon_24,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Moirai,3874,0.6242893887053892,31.041666666666668,horizon_24,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Time-MoE,745,0.44546955088153484,5.969551282051282,horizon_24,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Timer,2652,0.4309107349486846,21.25,horizon_24,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
TimesFM,2368,0.414370591343106,18.974358974358974,horizon_24,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Chronos,2907,0.73691932523593,23.29326923076923,horizon_24,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Moirai,2830,0.4621165247797775,22.67628205128205,horizon_24,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Time-MoE,1478,0.18127963416203355,11.842948717948717,horizon_24,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Timer,2281,0.44920271604484396,18.27724358974359,horizon_24,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
TimesFM,2984,0.5018173806048246,23.91025641025641,horizon_24,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Chronos,2732,0.5336573363277014,21.891025641025642,horizon_24,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Moirai,2894,0.5696833497771344,23.189102564102566,horizon_24,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Time-MoE,1598,0.4217741325779851,12.804487179487179,horizon_24,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Timer,2340,0.4268779457012205,18.75,horizon_24,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
TimesFM,2916,0.5008556527895519,23.365384615384617,horizon_24,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Chronos,3099,0.4676067988933991,24.83173076923077,horizon_24,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
Moirai,2598,0.46599626202126243,20.817307692307693,horizon_24,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
Time-MoE,1724,0.5219108156012825,13.814102564102564,horizon_24,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
Timer,1881,0.4057386188764385,15.072115384615385,horizon_24,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
TimesFM,3178,0.6032912679862927,25.46474358974359,horizon_24,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
Chronos,3288,0.5768654596279784,26.346153846153847,horizon_24,excluding_sp,2024,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2024_log
Moirai,2629,0.5691586225559264,21.065705128205128,horizon_24,excluding_sp,2024,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2024_log
Time-MoE,1689,0.4370280005906816,13.533653846153847,horizon_24,excluding_sp,2024,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2024_log
Timer,2395,0.41184383064668784,19.190705128205128,horizon_24,excluding_sp,2024,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2024_log
TimesFM,2479,0.45278018769428224,19.86378205128205,horizon_24,excluding_sp,2024,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2024_log
Chronos,2413,0.38982965797933694,19.334935897435898,horizon_3,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Moirai,2187,0.4855519998464519,17.52403846153846,horizon_3,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Time-MoE,2432,0.6028767387322563,19.487179487179485,horizon_3,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Timer,2880,0.532119699787937,23.076923076923077,horizon_3,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
TimesFM,2568,0.48237455177959165,20.576923076923077,horizon_3,excluding_sp,2020,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2020_log
Chronos,2488,0.4720971078773432,19.935897435897434,horizon_3,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Moirai,2460,0.6247483832595068,19.71153846153846,horizon_3,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Time-MoE,2354,0.4103487181816004,18.862179487179485,horizon_3,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Timer,2312,0.44209151028017035,18.525641025641026,horizon_3,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
TimesFM,2866,0.5374964821129977,22.96474358974359,horizon_3,excluding_sp,2021,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2021_log
Chronos,2431,0.4306704025010297,19.479166666666668,horizon_3,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Moirai,2473,0.5631678929904365,19.815705128205128,horizon_3,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Time-MoE,2471,0.5607680194673496,19.799679487179485,horizon_3,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Timer,2459,0.43624475365930704,19.703525641025642,horizon_3,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
TimesFM,2646,0.5071588915074772,21.201923076923077,horizon_3,excluding_sp,2022,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2022_log
Chronos,2485,0.44263742021008307,19.911858974358974,horizon_3,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
Moirai,2271,0.6589207903300348,18.197115384615383,horizon_3,excluding_sp,2023,model_topk_2_norm_minmax_noise_True_ep_30_lr_0.001_2023_log
