Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Time-MoE,5.4697,3.3997,17.8373,2.3914,38.597,9.4443,9.0079,4.701812368080896e+19
Timer,9.0406,4.9165,24.6008,3.5836,38.9245,8.7566,8.6714,2.8756206206058496e+19
TimesFM,9.1765,3.8836,32.2167,2.3244,48.3821,6.0511,7.4333,1.3798486099519078e+19
Morai,7.4606,5.0681,22.4144,7.8621,11.8609,14.9742,9.0406,1.4941024709666406e+19
Chronos,5.3447,4.494,22.8176,2.6999,18.163,6.822,8.5033,9.543079919081226e+19
My-MoE,9.1765,5.1929,23.8776,2.4842,20.7436,7.3889,6.5772,5.336955997283942e+18
