Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,21.8455,6.7453,63.68,3.8245,3569.4725,4.446,9.1615,1.3408063264391168e+18
Time-MoE,21.7671,7.8184,73.2237,3.311,5286.9862,6.0726,17.6058,5.68195517775872e+16
TimesFM,21.597,7.9712,58.3607,2.2855,1539.949,6.3979,6.1955,0.0
Timer,22.6863,5.7119,82.6075,3.2858,7568.0481,3.0622,7.3825,0.0
Chronos,23.188,4.2965,64.3734,2.1494,2188.9112,3.6381,5.46,0.0
My-MoE,21.6065,29.8858,121.555,13.9886,6462.6434,21.6157,21.2407,6.229764850696847e+19
Mean Foundation Models,21.9337,5.4811,67.566,2.3573,4030.6732,3.7047,6.2441,0.0
