Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Moirai,24.7057,7.2736,30.7438,8.2406,37.7186,5.8853,18.9642,282.498
Time-MoE,28.9824,4.2705,23.9696,1.196,18.9191,13.9932,19.4071,135.458
TimesFM,13.8569,7.3933,29.8411,1.8035,19.4418,1.7682,21.3424,56.3603
Timer,9.2242,7.4331,11.8539,1.6349,16.4827,2.6477,21.8288,80.1722
Chronos,22.5384,6.6718,27.0488,2.8449,17.2492,1.8323,34.2468,90.8358
My-MoE,13.3924,25.8748,16.6794,6.4036,69.275,22.1933,16.305,4244.659
Mean Foundation Models,17.0181,6.3181,24.1281,2.7926,21.3547,2.0098,22.934,81.0732
