Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Time-MoE,10.2219,9.6717,30.6975,7.8035,94.5742,19.6479,7.1341,1.7942334326964224e+18
Timer,18.162,7.2381,41.8802,9.1381,68.3983,8.2724,6.8795,86.9058
TimesFM,10.1061,8.8275,18.4167,4.3048,65.7105,3.2424,6.2851,5.69826464497664e+17
Morai,13.565,8.6378,34.9955,7.5973,25.8664,9.605,6.9286,1.9792446250549248e+18
Chronos,10.2822,9.0223,26.261,4.7106,38.4829,4.206,6.8837,6.952761778241536e+17
My-MoE,9.4396,6.9886,23.4352,3.0206,25.8892,3.4916,7.1797,2.247584974372864e+17
