Epoch,Train Loss
1,0.3255826785014226
2,0.3168360132437486
3,0.30364310626800245
4,0.30882305479966676
5,0.3099963733783135
6,0.32984055005587065
7,0.3144820424226614
8,0.301950236925712
9,0.32058616326405454
10,0.32039449077386123
11,0.31223158882214475
12,0.3049505272736916
13,0.29978841313949
14,0.31396097861803496
15,0.31125869200779843
16,0.3201071127102925
17,0.30704386417682356
18,0.3081498799415735
19,0.31575827529797185
20,0.29970736457751346
21,0.3042658567428589
22,0.3237985819578171
23,0.3133763395822965
24,0.3222068708676558
25,0.3060741126537323
26,0.3163416236639023
27,0.3284484709684665
28,0.3020676580759195
29,0.3138169531638806
30,0.30998889758036685
