,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,11.0067,11.6164,21.2605,6.056,543.2897,9.324,23.6039,4.904689872771482e+18
1,Chronos,16.4694,9.9737,21.8884,3.4647,295.2812,9.0755,29.484,0.0
2,TimesFM,19.7549,12.7712,27.8465,3.1887,249.5467,5.6979,32.7342,0.0
3,Timer,23.5252,13.0138,24.8831,4.8217,392.4874,3.9086,23.7548,1.442465303232512e+18
4,Time-MoE,17.3001,11.8905,19.7336,7.8602,453.0492,22.2644,22.3511,4.980793579405312e+17
5,My-MoE,12.529,9.9332,26.0408,4.4288,256.2926,5.6686,27.9421,1.460147146719232e+18
6,Mean Foundation Models,13.5515,11.6923,21.7975,4.111,386.579,4.5625,24.7235,1.161029518098432e+18
