,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,22.1773,5.474,16.014,7.6169,9.9699,10.3663,14.4838,7.544333393723392e+17
1,Chronos,23.7242,10.7292,20.2218,2.5209,8.3022,6.3222,12.6445,9.76973325139968e+16
2,TimesFM,25.8291,4.7739,16.6226,2.7965,8.1014,6.0868,13.8039,1.702673883594752e+17
3,Timer,23.2597,5.8778,14.953,2.9326,8.6389,9.0514,9.125,1.0214772259684352e+18
4,Time-MoE,23.285,4.0254,15.4162,4.8901,10.1003,32.9668,9.5026,5.052164124704768e+17
5,My-MoE,21.5732,5.7098,17.0369,2.4765,8.1516,6.7782,10.3175,3.152002141913088e+17
6,Mean Foundation Models,23.572,5.3638,15.4845,3.5586,8.7681,12.287,10.8605,5.098183625539584e+17
