,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,11.0295,5.9334,12.3698,4.7969,4.812930387573473e+19,12.4746,26.5609,7.75900874407936e+18
1,Chronos,9.8489,7.1578,14.3026,3.7218,4.653957842468864e+17,7.5491,12.4344,0.0
2,TimesFM,21.9656,5.9806,12.2083,3.3403,8.788625792067174e+18,7.2352,19.9269,6.24599175790592e+16
3,Timer,14.5377,5.1938,17.5316,3.2442,1.5224085388302746e+19,7.6143,20.1621,1.011935097126912e+18
4,Time-MoE,17.8089,6.9106,13.2691,10.7331,8.39226988911657e+19,28.165,17.2529,5.657551576236032e+17
5,My-MoE,12.6382,6.4098,14.0733,3.16,1.1565181274003866e+19,7.7884,19.4892,2.50520425988096e+16
6,Mean Foundation Models,14.4488,5.3902,12.812,3.7255,3.1306020056517837e+19,10.7211,16.2158,1.7849236615856128e+18
