,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,22.8017,16.0076,12.7314,7.7858,22.9799,8.3833,202.1729,1.3297860416530022e+19
1,Chronos,21.2391,13.8151,6.9238,3.5347,28.6444,5.0896,209.0172,4.761929884316467e+18
2,TimesFM,13.6967,15.1858,8.5207,3.8067,15.0252,4.9884,212.3583,76.9063
3,Timer,15.8164,14.2473,13.625,4.2045,91.3401,4.8661,208.602,1.0260907939384525e+19
4,Time-MoE,15.2347,14.1769,16.7498,4.0019,87.8734,13.5031,183.5909,7.778513049563955e+18
5,My-MoE,14.465,14.5139,13.6674,3.6859,12.9358,4.9644,211.9916,5.766965975475814e+18
6,Mean Foundation Models,15.6732,14.4552,11.0501,4.1723,44.6494,5.0533,203.1482,6.53382594372567e+18
