,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,44.2443,19.1408,2.1701161929146368e+18,5.8053,4.378687890910085e+19,16.6977,294.0745,5.69819710661591e+18
1,Chronos,45.6837,16.1857,2.435096991970099e+18,3.8715,1.8445774287273984e+18,13.6099,270.4857,0.0
2,TimesFM,41.8419,16.6346,2.7168485645746176e+18,4.3139,9.68669744070656e+18,13.2044,270.1162,0.0
3,Timer,44.3526,17.4821,2.510921418355507e+18,3.4263,7.484662210489221e+19,14.1338,261.5232,6.96388101907415e+18
4,Time-MoE,42.674,18.4767,2.505135238414336e+18,6.4811,2.023682246484951e+19,13.6916,244.8245,3.569641808986112e+18
5,My-MoE,43.0481,17.0773,2.489785025298432e+18,3.2731,5.286899957335327e+19,13.6212,267.5129,8823580812902400.0
6,Mean Foundation Models,43.4622,17.0695,2.4676236382961664e+18,4.3895,2.8807680530107597e+19,13.3269,268.2049,1.960012620496896e+18
