,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,33.2815,19.6701,12.2356,9.1167,26.3895,9.7355,19.7934,4.036398722056192e+17
1,Chronos,36.7422,20.7285,11.1166,3.2617,17.8359,3.4173,15.0057,108.1955
2,TimesFM,20.6591,19.6023,12.6897,2.1898,41.8641,3.7432,17.865,2.9364107287199744e+18
3,Timer,23.718,19.527,14.0902,1.8821,36.422,4.0697,17.8362,6.440838183780352e+18
4,Time-MoE,21.5803,20.7225,14.4881,2.1017,28.1231,20.6087,21.7349,4.2380585498312704e+18
5,My-MoE,21.4165,22.3052,10.2148,2.2012,15.5884,3.5701,19.4913,2.3180361550790656e+18
6,Mean Foundation Models,27.1962,20.0501,11.6859,2.7149,14.8109,6.7114,17.8095,2.726423979412685e+18
