,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,57.4664,15.6346,8.099756416958464e+17,7.5283,2.2724872967605453e+19,14.9464,182.545,1.7789562340245504e+18
1,Chronos,60.3756,13.2724,5.422303869403136e+17,4.1499,0.0,11.267,162.7606,4.92568592777216e+17
2,TimesFM,49.8744,13.9199,4.755061909487616e+17,4.3159,0.0,10.7475,166.1409,2.215246823424e+17
3,Timer,55.484,14.1944,8.146290240126976e+17,4.1744,3.162775047320371e+18,10.4947,187.1599,4.456317620899021e+18
4,Time-MoE,53.7034,13.7513,6.643732975714304e+17,5.1535,4.445371413561344e+17,10.5777,160.1094,3.340669371495219e+18
5,My-MoE,53.6213,14.1523,5.135879479754752e+17,3.9034,0.0,10.9122,177.2873,7.44708942856192e+17
6,Mean Foundation Models,54.9835,13.9249,6.613429297086464e+17,4.9957,3.068891571945472e+18,11.5255,171.3749,2.052560575791104e+18
