,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,27.4056,4.5855,31.8656,5.2151,4811.1217,7.3217,6.126,4.693373616337715e+18
1,Chronos,26.6842,5.3917,17.5064,3.5635,4180.5332,3.5502,3.7667,0.0
2,TimesFM,22.3217,8.262,23.0978,2.3019,2082.6517,7.5264,5.3115,0.0
3,Timer,19.7216,7.5277,23.6761,2.4185,4198.7087,5.8097,4.171,5.584127499698176e+17
4,Time-MoE,22.1453,10.7459,20.4338,3.0473,4751.2287,12.3941,9.5352,1.577621615804416e+17
5,My-MoE,25.3535,6.7837,24.5973,2.6343,2337.7527,5.4916,2.9126,1.2167956955922432e+18
6,Mean Foundation Models,23.4635,6.9834,21.5817,2.6724,4002.6676,7.0082,5.2536,2.272041189244928e+17
