,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,7.6613,4.4083,24.1867,4.966,15.6841,7.9872,9.3207,41.8224
1,Chronos,10.0214,3.4656,23.1958,2.8139,28.5116,4.1509,10.7801,32.5785
2,TimesFM,18.6923,5.8244,21.4432,2.5465,15.7958,2.5632,6.1151,37.4361
3,Timer,27.1053,6.2508,17.733,3.368,48.9654,3.2108,5.2252,62.5138
4,Time-MoE,23.677,5.1455,16.5942,2.9376,104.3965,19.6829,4.85,94.6742
5,My-MoE,18.7508,4.5288,21.2619,2.4719,19.8905,3.1478,7.7896,68.5277
6,Mean Foundation Models,17.276,4.1318,19.8673,2.6635,40.4842,4.0997,6.169,51.344
