,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,10.6358,15.0226,27.5947,4.9607,17.7505,9.4499,27.0208,7.848259775102976e+17
1,Chronos,15.414,13.7434,28.8237,3.5979,17.0644,7.9008,23.3789,0.0
2,TimesFM,11.3982,14.5208,23.2473,3.5433,19.544,4.6156,25.5601,0.0
3,Timer,10.9297,13.7665,22.718,2.8818,20.4873,3.729,22.3671,7.888666827423744e+17
4,Time-MoE,9.6089,14.5534,23.3075,5.1503,41.8014,15.1647,44.8466,4.612637572726784e+17
5,My-MoE,9.6266,14.2184,25.7185,3.1429,32.3657,6.0532,24.3296,1.30527210242048e+17
6,Mean Foundation Models,9.9108,14.3213,23.5257,3.8225,16.5508,4.5469,28.4717,2.420379427536896e+17
