,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,59.5882,15.295,33.3137,7.0184,119.5041,8.0317,114.8326,1.9765218305376256e+18
1,Chronos,37.8403,12.0883,32.4177,3.4318,63.5147,7.4791,113.7253,1.862564107517952e+17
2,TimesFM,44.4508,12.2382,28.6439,3.5465,88.82,8.1458,108.4755,1.047473804017664e+17
3,Timer,43.3229,12.5022,26.755,3.5704,292.508,7.7829,114.9253,1.946336370884608e+18
4,Time-MoE,45.2032,12.5638,28.3176,3.4401,420.1046,14.9084,112.1892,2.4583583200968704e+18
5,My-MoE,33.4786,12.5896,27.2831,3.5958,89.2635,7.529,115.8002,50.0
6,Mean Foundation Models,45.602,12.7006,29.7445,3.7542,173.8845,8.798,112.7351,1.32804683759616e+18
