,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,70.9032,6.0812,1132.9034,3.9697,1.4107656674621784e+21,19.4341,15.7929,7.794969646255309e+18
1,Chronos,49.2604,3.883,991.3034,3.0952,1.6986066515709133e+19,16.842,17.2078,2.42492645572608e+17
2,TimesFM,37.6862,6.1831,924.137,4.7882,2.440182716432384e+17,18.6291,15.757,4.92798809735168e+16
3,Timer,63.1774,4.1952,950.3741,2.7486,6.924083079015301e+19,17.6046,19.3237,7.704857796411392e+17
4,Time-MoE,49.9911,36.3116,1156.318,2.5869,1.0337240675149414e+20,33.4375,14.4668,4.21976241864704e+18
5,My-MoE,49.7838,4.3289,959.1236,5.131,8.65506210168701e+19,17.285,15.6517,3.359494427901952e+18
6,Mean Foundation Models,54.002,10.0572,1030.7633,2.4564,3.167992891419132e+20,21.0514,13.873,2.595310224277504e+18
