,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,26.9054,16.6504,3.1735463958020096e+18,9.7852,51.9652,9.1542,271.0561,388.0855
1,Chronos,23.7823,13.6619,3.335883059940557e+18,4.3188,57.2968,7.5311,215.4388,118.2578
2,TimesFM,29.4054,13.813,2.904704421147443e+18,4.5843,61.3007,7.8399,220.4833,186.3264
3,Timer,27.2175,13.7319,2.9053042133303296e+18,5.0958,122.4436,7.5053,221.6358,391.9749
4,Time-MoE,24.1866,12.9511,4.0266151623655424e+18,14.1557,139.5047,12.1178,234.681,358.8118
5,My-MoE,29.0011,13.3716,3.0123283558957056e+18,4.8755,63.8798,8.001,214.9793,178.3562
6,Mean Foundation Models,23.4473,13.9011,3.269210779366195e+18,7.5328,75.4465,8.3662,232.2312,278.9841
