,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,46.4177,12.8296,1.5628117901049856e+18,6.1648,1.505526527346239e+21,9.2959,126.5331,1.5491852547391488e+19
1,Chronos,41.4398,10.9042,1.4356904218198016e+18,5.4736,1.9768674465559347e+19,4.449,104.0442,4.401546104143872e+17
2,TimesFM,45.2475,10.7197,1.3745290137829376e+18,4.6874,9.035690349795738e+18,5.8138,122.8253,8080551470694400.0
3,Timer,45.2425,11.3644,1.4862081492779008e+18,4.5577,1.4327577966752563e+20,5.5989,131.4873,1.9432985405161472e+18
4,Time-MoE,50.0508,32.362,1.5872063453528064e+18,7.6165,7.013376479891292e+19,19.9199,112.6472,4.812340774463078e+18
5,My-MoE,49.2392,11.1563,1.4086688498253824e+18,4.1497,4.912987663688008e+19,4.5339,136.9331,5.212848622298726e+18
6,Mean Foundation Models,45.0707,10.6268,1.489289036693504e+18,5.4405,3.455710345396486e+20,7.5377,119.5074,4.521001546363699e+18
